It covers 21⁄2 hectares -LRB- 6 acres -RRB- , and various collections are housed in the old brick military buildings , most of which date from the Victorian era .	the armory in the southwest corner
William Charles Cole Claiborne was a Protestant from Virginia who needed interpreters to communicate in both French and Spanish .	those who followed radical Pedro Albizu Campos
The War of 1812 was fostered by accumulated American grievances .	the War of 1812
The Hall of Benevolent Longevity -LRB- Renshou Dian -RRB- is where Empress Dowager Cixi received court members from her Dragon Throne -LRB- which is still in place -RRB- .	the centuries-old dragon throne
There is also a room dedicated to the families who settled in Cozumel in the 19th century -- after the War of the Castes -- and who have developed the island since that time .	the development and revitalization of Cozumel in the 1800s
It 's an easy day trip from Acapulco to this famed silver-mining town , and worthwhile for anyone interested in experiencing more of this country 's historical past .	Mexico 's mining history
The center of Lisbon is small , compact , and easy to get around in just a few days .	the sites of Portugal
You 'll also find lots of older pieces -- not quite antique but still exquisite -- in collectibles shops around the town in the form of pretty spoons , ornate pill and snuff boxes , or letter openers .	older collectable items like spoons , letter openers , and pill boxes
Each member would organize a fortnightly banquet of game and fish he had caught himself .	seating arrangement for the banquet
Venizelos was in power during the epic population exchange with Turkey -LRB- 1922 -RRB- , under which almost one million repatriated Greeks flooded Athens .	immigration from Turkey to Athens
This guard tower , built in 1345 , is decorated in Buddhist carvings , with inscriptions in Chinese , Tibetan , Sanskrit , and languages of the northern tribes .	an exquisite old Moorish village with a sturdy ruined castle
Have at least a drink at the Keltic Lodge hotel , an old Nova Scotia landmark worth a visit for its view of Cape Smokey .	the historic Keltic Lodge and its view of Cape Smokey
Remnants of an underwater plateau that collapsed in the Jurassic period , they are part of a geological formation at least 150 million years old .	million year old remains of an underwater plateau from the Jurassic age
The Sierra Morena This nearly 480 km -LRB- 300-mile -RRB- mountain range runs from the mountains of southern Portugal in the west to the border of the Provincia de Murcia in the east , effectively forming the border between Andalucía and most of the rest of Spain .	in the center of a stairway
In summertime the garrison comes to life with the Changing of the Guard -LRB- 10am daily , June 24 -- first week of Sept. -RRB- .	a year-long tour of duty in London
Creeping plants now climb the sheer walls , providing a new home to numerous birds , lizards , and frogs .	the exception that proves the rule
The National Theater is located here , and across the road is the Estação do Rossio -LRB- with trains to Sintra and other places -RRB- , which looks something like a Moorish palace with horseshoe arches , just west of the square .	the Moor design style of horseshoe arches
Here is the true pulse of Budapest : large hotels , museums , government buildings , shopping streets , nightlife , and thunderously busy boulevards .	the many activities and attractions in Budapest
When there are rebaixas , or sales happening , wading through the crowds here is no easy task .	impenetrable shopping crowds
Just a little way north of the palace site is the chrysólakkas or ` pit of gold , ' where the ` golden bee ' pendant was discovered among a greater cache of jewels .	the earliest settlers from a previous church in England
The main house dates from the 17th century and has been owned by the present family since 1864 .	a family-owned house for centuries , dating back to the 17th century
You 'll be able to buy everything from fruit and vegetables to textiles .	availability of fruit for purchase
Thanks to the wells , Turpan grows cotton , melons , and grapes of great sweetness and renown .	cotton , melon and grape farming in Turpan
A sacbé links the palace to other parts of the site .	royal gardens
Lured by the promise of treasure galleons and stores of ammunition , some pirates worked independently ; others , however , were employed by the various European crowns , particularly the British , to help carry on their power struggles in the colonial world .	the allure of treasure and ammo for pirates
The side streets hold some good art -LRB- and craft -RRB- galleries and plenty of rewards for exploration .	exploring small side streets
The silhouette of Gunung Merapi , still an active volcano , is often visible in the mist across the water .	morning mists across the lake
Buildings inlcude M Pei 's Weisner Building , Green , Dreyfus and Landau Buildings , and Eduardo Catalano 's Stratton Student Center .	behind the athletic center
A vibrant café-restaurant comprises one side of the square , but the dominant building is the splendid Vigadó theatre .	the magnificent Vigadó theater building
To the north of Alexanderplatz , behind the Volksbühne theater , Schönhauser Allee is one of the most characteristic avenues of Old Berlin leading to the center of Prenzlauer Berg , the 19th century working-class quarter -- now a lively , bohemian area with colorful nightlife .	Berlin 's laborer housing
Northeast of Stadhiou is Panepistimiou -LRB- University Street -RRB- , officially named Elefthería Venizélou after the Cretan statesman .	designer of the Cretan constitution
Walk through the loggia to find the Church of Ágios Títos .	the nation 's main north-south railway
You do n't need to travel all the way to Herend to buy Herend ceramics , as there is a specialist shop on József Nádor tér -LRB- behind the Gerbeaud café on Vörösmarty tér -RRB- .	the shop of József Nádor tér for buying Herend ceramics
From 1950 , a promotion campaign under Sir Stafford Sands was hugely successful in attracting tourists to the Bahamas .	the center of activity along this beach hinterland
There are numerous excursions to Santorini to the north , and this tiny rock in the Aegean makes an interesting contrast to its larger cousin .	the most beautiful Greek isles
The battlements afford good views over the harbor , and there are craft shops upstairs .	the gift shop in the basement
Bars , restaurants , and late-night brasseries line the adjoining rue Berger and the streets leading off it .	businesses just off Berger street
Try to visit before noon or after 4pm , especially in summer as most farming activity stops in the heat of the afternoon .	the precious image of Cristo de la Viña -LRB- Christ of the Vineyard -RRB-
The Bagatelle , once a royal retreat , has a very lovely English garden , bursting with flowers during spring and early summer .	in Europe and North Africa
The trail is especially good during early spring or summer mornings , when the waters are perfectly still , capturing the most breathtaking colors from the trees and the cliffs of Mount Watkins behind it .	the giant of the flea markets is St-Ouen just north of Porte de Clignancourt métro station
However , if you have the time it is much more rewarding to do the circular journey along the north coast to Sitía then south around the Sitía and Ornón Mountain ranges approaching Ierápetra from the east -- the landscape is much more exciting .	striking a 17th-century copper bell with coins
A legend arose that the cross may have been left by an ancient saint -- perhaps even the Apostle Thomas -- some fifteen centuries earlier .	a centuries-old ancient cross
Just past here is Puente Diamante , the Acapulco Princess Golf Club , and a row of luxury hotels that fronts the open Pacific Ocean .	buried in coffins within coffins in subterranean royal tombs
A compact straw and vegetable market sits at the main crossroads .	businesses at the intersection
Though no one is really sure of the precise landing site -LRB- Columbus is renowned for having been less than accurate in documenting his landing sites -RRB- , the small park with its column and naïve paintings depicting Spanish colonization serves its purpose well .	a quaint park with paintings of the Spanish arrival and colonisation
Two popular stops are La Coca Falls , on the right after the 5-mile -LRB- 8-km -RRB- point , and the Yokahú Observation Tower , at the 51⁄2 - mile -LRB- 9-km -RRB- point .	La Coca Falls and the Yokahú Observation Tower
But Britain backed this vested interest with tough diplomacy and a powerful navy , while Louis XIV was too wrapped up in his European power plays to pay much attention to French Canada .	Britain 's vested interest in French Canada
In the fourth century , the first Christian church , St-Etienne , was built , joined two centuries later by a second church , dedicated to Notre-Dame .	the church of Notre-Dame
When Adolf Hitler arrived in Paris as a conqueror in 1940 , the Arc de Triomphe was the first place he wanted to see .	distaste for the Eiffel tower
Cistercian monks protested that such a sumptuous structure was an insult to the godly virtue of poverty , and today , architectural purists still find Notre-Dame a bit `` too much .	religious orders
I mopped up the kitchen floor so it was spick-and-span .	friends in high places
John Major was described by his opponents as a dyed-in-the-wool Conservative .	attacks from Liberal politicians
Mother and Father learned to drive in a car with a 3-on-the-tree .	manual transmission automobile
What kind of a harebrained , off-the-wall idea is that ?	proposals for action
He gave a tongue-in-cheek explanation of why the sky was blue , offering a theory about some primordial discount on light blue paint .	playfully explaining science
My efforts lately have been catch-as-catch-can , not carefully planned .	working out for the best
The broken window and overturned plant pots were a tip-off that something was wrong .	hints of a break-in
We are working at cross-purposes here , if you 're trying to reduce the count and I 'm trying to increase it .	conflicting increases and decreases
Not wanting to reveal where she got the gift , his mother had to stretch the truth a bit .	a present hidden in the closet
He is a nose-picker .	an uncouth young man
The head-in-the-sand approach to environmentalism seldom improves matters .	ignoring the problem
When the fire alarm went off , it was a free-for-all .	total chaos due to the fire alarm
24 hours of TV coverage of the US election verged on overkill .	incessant coverage of the election
The police received a tip-off about a recent bank robbery .	clues about who was responsible for a robbery
After hours of mind-numbing work sorting hundreds of nearly identical form , he needed to stop and do something else .	office paper work
It 's like whack-a-mole : as soon as you fix one , another appears .	a constant stream of new problems
She 's very popular and good with numbers , so I expect she 'll be a shoo-in for treasurer .	well-liked and financially savvy
It 's really a toss-up between the red skirt with blue stripes and the blue skirt with red stripes .	a tough decision on which skirt to choose
When I see that weird house , I get the heebie-jeebies .	shivers down my spine from seeing that spooky house
a head-on approach to a problem .	pussyfooting around the problem
The opposing team was so soundly trounced , they left directly from the game with their tail between their legs and avoided the locker room entirely .	avoiding further humiliation by immediately departing for home
The story described the main character 's wristwatch in mind-numbing detail .	second hands on the watch
We completely agree and there 's no daylight between us on the issue .	complete agreement
He has an ankle sprain and his status is day-to-day .	increase to sports-related injuries
Madrid had to keep an eye on their loose canons after the game to avoid any further penalities from player fights .	players who are inclined towards violence
Now , over to our man in Tokyo for an on-the-spot report .	Japanese news updates
He gave a blow-by-blow account of the entire trip .	recollection of events
Do some back-of-the-envelope calculations before all the facts come in .	waiting for final details
Their soup-to-nuts approach left us with few questions .	questions about designs
One of the most upper-crust districts of Paris .	step out of line
My wife makes the best little old apple pie in Texas .	hammer home
He took her to the park where they first met before popping the question .	engagement ring
Pretty eyes have always been a turn-on .	attractive eyes
Although they are still available , I think we would be hard-pressed to find one on short notice .	bricks and mortar
He never got used to the cut-and-thrust of political debate .	objective political discussion
He told an off-color joke .	a crick in my back all night
He 's more of a lone wolf , always programming on his own and rarely talking to others about what he 's up to .	software development by a single individual
She told me to ask so-and-so , but he did n't know , either .	asking a specific person
Tom Pitella is a go-getter and does not rely on others to prove things in the field of mathematics to him .	solving mathematics problems himself
The government contract forces us to stick to hard-and-fast rules .	penalties for violating export control
The ` closet can be a scary place for a gay teenager .	hiding one 's sexuality
They 're aiming for a more upper-crust clientele .	whale of a time
This is n't your run-of-the-mill refrigerator ; you 'll find the extra features well worth the price .	high and dry
I was making a cake but when I added too much sugar , it became the balls-up of my cooking career .	the worst cooking mistake I 've made
The streaker 's wet dream was to be on TV butt-naked on a rainy day .	personal best-case scenario
He made a few off-the-cuff remarks before launching into his prepared speech .	precipitated into a riot
Obtaining financing was a life-or-death matter for the research .	labour of love
The term black sanctus was originally anglicized from Latin .	the Latin vulgate
My slave-driving boss expects me to work over the weekend - what a ball-breaker !	unappealing work on the weekend
For us it 's been a real Catch-22 ; when we have the time to take a vacation , we do n't have enough money and when we have enough money , we do n't have the time .	the time and money required for vacation
No wonder it does n't work .The whole design is ass-backwards .	designed by committee
The politician was unnerved by the journalist 's quick-fire questioning .	a breaking report by 60 Minutes
Congress frequently meets behind closed doors to avoid public scrutiny of their bargaining process .	congress dodging criticism using secret meetings
He sent flowers in a last-ditch effort to keep her from leaving .	flowers for a loved one
His touch-and-go condition kept his wife at the hospital for days .	precarious health
He preferred the clarity of science and left the touchy-feely stuff to others .	attraction to cognitive science research
He 's been on his soapbox all day about the new football coach .	complaining about the coach
The earthquake left the residents hard-pressed .	beyond one 's wildest dreams
I hate this poor , polluted , ignorant pissass town !	power behind the throne
That pencil-necked geek is n't going to stop me .	eyes in the back of your head
The media published a blow-by-blow of the trial as it happened .	extremely detailed court reporting
They caught us flat-footed .	fiddling while Rome burns
We 're doomed if this wee jumped-up monkey gets Gordon Smith 's blessing .	bad planning
She 's rather thin-skinned when it comes to comments about her work .	constructive criticism
can a bad registry cause links not to work and can the ` cleaners ' cause all the problems ?	problems with the Windows registry
Websites that if i type in something , it will say it aloud , but in differnet accents ?	hearing different accents for the same piece of text
anyone know any good sites 4 listen to music for free other than playlist ?	free music sites
Does it cost anything to post a sale on ebay ?	multiple items for sale
INTERNET CONNECTED , BUT BROWSING TROUGH EXPLORER WONT WORK -- help plz !?	problems connecting to internet
whn i vsit sum websites t says ` sorry ths website s nt availbl fr u r country ' i 'm frm india wt 2 do ?	blocking websites on a per-country basis
How we can come to know whether the article we are writing is orignal or not ?	measuring writing originality
What is a music website that will not be blocked at schools ?	blocks on most streaming music sites
comcast internet works , then doesnt work , then works , then doesnt work ..?	Comcast internet provider
Can you give me some feedback to make my blog better ?	improvements to my blog
What is the best way to promote your web hosting website ?	advertisements or word of mouth
Is it rude to ask for a lower offer on ebay ?	internet explorer 8
Is it illegal to download Japanese/Korean/Taiwanese TV shows in the UK ?	the legality of downloading Asian TV shows
I keep getting re-directed to other sites when I open up my broswer ?	problems with browser redirecting to sites when opened
What is a better browser to use : Mozilla Firefox or Internet Explorer ?	preference for Opera
Ca n't access website , could someone help me get this in ?	submitting web forms
Can a virus/trojan/keylogger ect .corrupt or get into my connection ?	a malicious program changing my computer 's settings
Why can I download torrents fine , but internet pages do n't load properly -LRB- if at all -RRB- ?	problems view webpages but not downloading torrents
How do I restore previous websites in the address bar in Firefox ?	restoring Firefox browser history
I sold an item on ebay and the money went in my paypal account , now i want to use it to pay for a dvd i brough ?	wireless laptop
what are some photosharing websites where people can pay u to download your pics ?	amateur photographer with a nice camera
If my friend has a webcam , can i still do `` video call '' with them if I have a Skype account , but not a webcam ?	video chat with a friend
how do i get employment information on someone i took to court.they owe me money .?	website where teenagers can walk around and chat
IN opera browser , i tried to change colour to Blue but it is still grey bars ?	change colors in Opera
I recently blocked a site through my router , then unblocked it why can i still not access it ?	router configuration
How can I make more money as a webcam girl ?	that website that looks like Twitter
Could this girl be lying or is she really telling the truth ?	Buy Now button
How much is adultfriendfinder and virtuagirlhd making and why are its ads everywhere ?	advertising revenues for common banner ads
When I close one internet Explorer Window all the other open IE Windows get Closed !?	closing IE browser windows
If I buy something with PayPal , how will the purchase appear on my credit card statement ?	the full product name
I have a virus that i can not get rid of ... HELP !!!!!?	an unremovable virus
After upgrading from IE 6 to IE 8 I appear to have lost my Bookmarks , on the toolbar Bookmarks is shaded out ?	losing all my bookmarks after upgrading to IE8
Why I can not connect to the Web using any browser but can connect using the My Computer icon ?	problems connecting to the Internet
Is there a website to make money working at home ?	guide for self employment
Has anyone used HappyBidders before and won something before , Is a scam or not .www.happybidders.com ?	veracity of happybidders prize claims
Why do n't they have a six month premium membership on deviantART ?	lack of a six-month premium deviantART membership
How do I get more vistors to come to my website ?	advertisements or word of mouth
Where can I find low-size -LRB- 1 GB or so -RRB- torrent movies ?	downloading movies with small file size
Whats the website where it lists phone numbers to companys so you arent on hold ?	server hosting service providers with WordPress
How do I get rid of the `` Favorites '' and `` History '' sections on the Internet Explorer Address bar ?	clearing the information in the IE address bar
do i have to have paypal to buy something on e-bay ?	requirement for using PayPal
if u have 2 blackberries do u have to pay double internet ?	AT&T terms of service
Is there a site you can advertise stuff what are up for bidding free ?	advertising items online
HOW TO MAKE CALLS TO MOBILE & LAND LINE PHONES USING INTERNET BROAD BAND ?	VoIP phone
How do you transfer your itunes library to another drive -LRB- such as an external hard drive -RRB- ?	proxy list for use at school
What 's the name of that website that looks like Twitter ?	a block on Twitter in my country
Does Formspring ever take a while to publish your answers ?	lockerz prices
Can you buy straight out on Ebay or do you always have to make a bid ?	Ebay bidding versus buying
Do n't we use the internet because we do n't want to see commercials ?	avoiding commercials
where can I do a reverse phone number look up that is 100 % FREE and DISCREET ?	an unknown number that called my phone
do you now where i can watch free older movies online without download ?	streaming vintage movies for free
how do i watch a show thats restricted to a certain country ?	located in the UK
How do I get this magnification box to go away ?	2 kids in a sandbox
Why am I getting referrers on wordpress from random facebook links ?	best answer best points
how do i get the text in the textbox back after accidentally pressing the back button !!!?	restoring textbox text after changing pages
Where on the internets can I find an unstaged video of a girl dancing and stripping naked on a bar room table ?	videos of strip dancing on a bar room table
Why is it someone always beats me to answering first ?	pictures of what people would look like as the opposite sex
i just sold something on ebay and now im confused on what to do next ?	what to do after selling an item
What is the best and safest place to setup an email account for my 14 year old teenager ?	everywhere i go on-line
Does Paypal make me pay right away when I send money ?	timing of PayPal 's actions
Is there really a reverse phone search that is free ?	reverse phone lookup
What would be my best bet to surviving a raptor attack ?	fleeing for my life or fighting
When will lockerz Launch come and what will it be like ?	prizes back in stock
does anybody know of any web sites that has a list of all the flowers they have ?	list of all flowers available on a website
is there a website where I can create a creature ?	creative design websites
What is the best FREE , ONLINE video converter that actually works ?	online streaming
does anyone know an untie filter that works on Mozilla firefox3 .6 ?	untie filter browser plugin
How to take snapshots of you and the person your talking to on skype ?	Amazon Free Super Shipping
How do I make a new tab in Firefox NOT open as my last tab ?	Firefox tab preferences
What is a Proxy and how do I get rid of it ?	little known sites
I cant send mail from my alternative address to any Yahoo address ?	blocked email address
On Twitter if u reply to a tweet posted by sum1 u follow do u they see ur reply if they are n't following u ?	without the files actually being on my computer
Why does Verizon DSL not offer promotional discounts to current customers ?	Verizon promotional discounts
can you pay for stuff on ebay with mutiple cards ?	credit card payments online
is www.listia.com a scam , or do you really get the stuff you win ?	taking forever to load
How do I get my once a year free credit report ?	interest rates based on my credit scores
How long does it take to receive a payment to Paypal account when selling on Ebay ?	contacting the buyer for proof of payment
Looking for Advice about an eBayer Seller , sending me empty boxes .?	advice on empty boxes sent by eBay seller
If i give Points2shop my addres will they send me stuff i did n't ask for ?	only the cookies you want
How to block audio on commercial on a webpage ?	muting sound
Computer shows that internet is working but get DNS failure on every website I try ?	constant DNS failure
How do I watch videos on Megavideo without the time limit ?	watching videos on Megavideo
do prizes on lockerz decrease points over time or do they stay the same ?	lockerz prizes point values
Can we print Deviantart pics on a printer if it 's not a paying picture ?	printing non-paying Deviantart pictures
how to remove this error that 's skype IE plugin error ?	configuring the Skype IE plugin
Suggest me a good wireless internet connection with unlimited usage ?	unlimited wireless internet provider
When you submit a Best Offer on Ebay does it count as a Buy It now purchase ?	waiting for purchase to complete
My twitter search tool works with IE but not with Firefox ?	Twitter search tool
Only this year , six years overdue , and under enormous pressure from the French Government , has the Commission at last proposed European harmonised noise indicators .	European harmonised noise indicators
I believe the future of fishing in international waters depends on these organisations , and the Commission must make every possible effort .	the future of fishing in international waters depending on organisations
The Commission considers that such adjustments go in the right direction towards the establishment of fairer charging systems which give also an incentive for a more rational and efficient use of the road network .	on the back of the taxpayer
I am committed to ensuring that the food consumers have available , whether it comes from within or outside the European Union , meets the highest standards .	a thorny issue
If the financial perspective is not revised , we will inevitably be caught up in `` financial engineering '' , in redeploying resources and in cuts , either in general expenditure , social and environmental spending or in cooperation .	preventative measures
I will , of course , inform the President of what you have said .	espionage within government
We now have a harmonised scheme to draft country strategy papers and indicative cooperation programmes in all developing countries .	a brisk pace
Current compensation funds have been inadequately funded and this was all too apparent in the case of the Braer disaster where the Shetland Islands fishing industry was inadequately compensated for its losses .	inadequate funding after the Braer Disaster
In paragraph 26 , moreover , it called for the establishment of an international arbitration organisation to cancel the debts of the countries of the South .	document stating the necessity of international arbitration organisation to eliminate debt in the South
We have heard the justifications for them and for the reprise of the industrial arguments which we heard in committee .	called for jury
It is also unfortunate that a large number of programmes have been put in the so-called performance reserve .	performance reserve
I am sure that the Albanian political prisoners will also be released soon .	a considerable number of Albanians
Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down .	pressure from three Anglican bishops to abdicate
I believe that some rethinking will certainly have to be done between the Council and Parliament on the liability limit for classification societies , irrespective of what is decided today .	rethinking liability limits
At the very long end , the 30-year bond US30YT = RR lost 2/32 for a yield of 4.41 percent .	raising its targets for chip sales on Friday
Mr President , I have Mr Nicholson 's problem in an even more acute form .	in the political sector
The American Anglican Council , which represents Episcopalian conservatives , said it will seek authorization to create a separate group in North America .	battle over gay rights
That is why I believe there is a tremendous role for the Commission to play in going out there and encouraging the fishermen to come forward and cooperate with it and come forward with a solution that we can all agree to .	the commission 's cooperation and support for an agreement with the fishermen
IBM of the US and Infineon Technologies of Germany will today announce a technological development that could threaten multi-billion dollar memory chip markets .	a tech advancement from IBM and Infineon
Parliament must be regularly consulted and updated on progress , and it is this , the second of the rapporteurs ' requests , which we must all support .	progress consultation
For example , with regard to our aid to Mediterranean countries , we have a backlog which has accumulated over many years of budgets .	hot countries with bad budgeting
What do you think the impact will be for the Paralympic movement will be with the Games being televised live in the United States for first time ?	implications of broadcasting Paralympic games in USA on Paralympic movement .
I think it was an excellent political declaration but we still have a few problems here .	solid political allegations with troubles
Mr. Holden toured Northmoor , where between 25 and 30 homes were either damaged or destroyed and the town hall and police station also were damaged .	damage to dozens of homes as well as the police station and town hall
How can we even consider reviving this partnership without first resolving the conflict ?	relationship break-up
As regards MEDA , the Council said that the commitments are not a problem owing to the eight years of payment backlogs .	equating owing money with debt
The important thing now is that a good number of projects are presented under the SPDs , but also , alongside this grass-roots action , we must consider in depth the specific needs of each of the outermost regions in relation to access to the information society .	grass-roots movements in rural America
The new service was planned to be introduced on flights connecting Honolulu with Oakland , San Jose , Sacramento , Seattle , Phoenix , Fukuoka , Sendai , Seoul , Brisbane , Papeete , and Pago Pago ; and Kahului with San Jose , Oakland , and Seattle .	national and international flights
As Commissioner Schreyer has already mentioned , there are many political announcements coming out of this year ' s Budget : the reorganisation of agricultural policy , new structural programmes , measures to ensure better implementation of the structural policy , and steps designed to follow up the decisions taken at the Lisbon Summit for creating a stronger and more competitive EU and for combating social exclusion .	an obstruction to the proper running of the market
This shows that , in this area more than any other , we have a tremendous responsibility and we must , it seems to me , stifle any institutional pride we may have .	putting aside institutional pride
Provided the vendor can always inform the buyer of the nature of the goods and the limitations on the information that should be sufficient .	false advertising
Branson said that his preference would be to operate a fully commercial service on routes to New York , Barbados and Dubai .	federal offices
The Fox Movie Channel has banned Charlie Chan .	banning actors from appearing
I reliably receive reminders when my dog needs a vaccination , writes Steinberg , of Johns Hopkins University .	vaccinating the family pet
I would also like to pick on the Council by asking why it is not moving forward on Article 24 of the Financial Regulation .	online banking
Immigrants to the United States from Southeast Asia and India have higher than expected male to female birth ratios , which the report authors suggest is partially deliberate sex selection based on cultural attitudes from home countries .	birth rates in the U.S.
This brings me to our group ' s strategy , because at the core of our belief is the wish to get value for money for the European citizen .	failed strategies for maintaining the value of the euro in this crisis
And what is his opinion of Mr Cem 's position - the President-in-Office did not reply here - that there can be no link-up between the Cyprus question and furthering the Accession Partnership between Turkey and the European Union ?	the President neglecting to answer a question
Some amendments , such as Nos 1 and 18 , deal with questions that basically concern the United Kingdom , and it must be said that all the groups from the United Kingdom , whether socialist , popular or green , have supported them vehemently and they have been approved in the Committee on the Environment .	Socialist , Popular and Green common viewpoints .
The Court , as in other years , has failed to point out exactly where those failures occurred .	successful management of the EU 's finances
The question is : who should these students apply to in order to confirm that , if they take these courses and complete their studies in Britain , they are entitled to have results ?	British students confirming that their degrees will yield results
The website of international news service Al Jazeera was hacked Tuesday by a group idenitified only as Al-Rashedon .	trapping four people
Bank of America leads Consumer Financial Protection Bureau complaints about mortgages .	rising mortgages
I never thought I 'd say this , but I almost missed Vin Diesel at first .	Vin Diesel 's movie character
The event features brand new attractions including a high dive show , a wolf pack exhibit and an Old West exhibit .	howling wolves on show
It is the prerogative of those handing out money to stipulate the political objectives and the Commissioner has done so on several occasions .	the Commissioner 's role in distributing money to stipulate political objectives
On the other hand , we have the communications networks which need a constant supply of content in order to fill their web pages and which see nothing wrong in subordinating the content , in ransoming it and using it without paying any particular attention to the rules of production .	filling web pages with content
Budget policy needs to instil public confidence in European policy .	public confidence
You will be aware that this was a deliberate decision taken in Amsterdam to clearly distinguish the two roles , with the High Representative , as opposed to the Commission , not speaking from a completely independent viewpoint , but under a remit to coordinate the common foreign and security policies that lie within the competence of the Member States , and there we should leave perhaps ample scope for an intergovernmental approach .	an intergovernmental approach toward the common foreign and security policies within the Member States
Charlie Chan is off the case for the Fox Movie Channel .	Fox movie channel
The elections in Yugoslavia have shown two things : that the people have finally had enough of the dictator Milosevic and that they have confidence in Professor Kostunica .	making access to support and information
At the same time , the Union continues to provide substantial material aid to both countries through its various programmes , in particular its TACIS programme .	union collaboration
I too would like to welcome Mr Prodi ' s forceful and meaningful intervention .	Prodi ' s welcome intervention
This may also enable the Council Presidency to have discussions with the Member States with a view to obtaining the Council ' s approval of your proposals and to adopting the text at first reading , if necessary by qualified majority voting .	conversion from fossil fuels
Provision for social , cultural and charitable causes must be included in Article 87 so that the future of these important institutions can also be permanently safeguarded .	protection and appreciation of social , cultural and charitable causes
Instead of pursuing the most imminent and real threats - international terrorists - this Bush administration has chosen to settle old scores , Graham said .	international terrorists , the most pressing and valid security threat
This initiative is based upon a Council regulation amending the regulation which defines the current GSP .	Amending current GSP regulation
Mr President , Commissioner , ladies and gentlemen , let me begin straight away by saying that , in principle , I welcome the Commission 's proposal to set up a compensation fund , even from the point of view of Austrian agriculture .	many meetings with Russia at all levels
The actions reflect our strong forward momentum as we intensify our business focus and work to achieve profitability , '' said Katsumi Ihara , president of Sony Ericsson .retailers J.C. Penney Co. .	Inc. and Walgreen Co. .
The extra EU subsidy proposed in Mr Garot ' s report would , in my view , be quite unreasonable in a year such as this when , with Agenda 2000 and the forthcoming enlargement to include Central and Eastern Europe , we are to reform agricultural policy .	an independent commission of inquiry
Commissioner , ladies and gentlemen , these are the solutions advocated by the Committee on Agriculture and Rural Development .	the compromise amendment
But we will have a chance to go through all that .	untangled time
Ladies and gentlemen , as I am sure you will have noticed , the last part of the speech by the President of the Court of Auditors was marred by an unfortunate bug that intruded between his speech and this Chamber .	unlucky insects getting squashed
